number,stateCode,state,townCode,town,localCode,local
3,15,MÉXICO                      ,099,TEXCOCO,0063,FRACCIONAMIENTO EL TEJOCOTE
3,15,MÉXICO                      ,099,TEXCOCO,0172,COLONIA WENCESLAO VICTORIA
3,15,MÉXICO                      ,103,TLALMANALCO,0004,SAN LORENZO TLALMIMILOLPAN
3,15,MÉXICO                      ,106,TOLUCA,0068,SAN DIEGO DE LOS PADRES CUEXCONTITLÁN
3,15,MÉXICO                      ,111,VILLA DE ALLENDE,0014,LOMA DE JUÁREZ
3,15,MÉXICO                      ,113,VILLA GUERRERO,0031,ZACANGO
3,15,MÉXICO                      ,118,ZINACANTEPEC,0134,CONJUNTO URBANO LA LOMA I
3,15,MÉXICO                      ,124,SAN JOSÉ DEL RINCÓN,0054,GUARDA LA LAGUNITA (LAS CANOAS)
3,16,MICHOACÁN DE OCAMPO       ,008,AQUILA,0001,AQUILA
3,16,MICHOACÁN DE OCAMPO       ,011,BRISEÑAS,0001,BRISEÑAS DE MATAMOROS
3,16,MICHOACÁN DE OCAMPO       ,011,BRISEÑAS,0004,PASO DE HIDALGO (PASO DE ÁLAMOS)
3,16,MICHOACÁN DE OCAMPO       ,021,CHARAPAN,0002,COCUCHO
3,16,MICHOACÁN DE OCAMPO       ,030,ECUANDUREO,0018,QUIRINGUICHARO (LA HACIENDA)
3,16,MICHOACÁN DE OCAMPO       ,032,ERONGARÍCUARO,0001,ERONGARÍCUARO
3,16,MICHOACÁN DE OCAMPO       ,045,JIQUILPAN,0023,SAN MARTÍN TOTOLÁN
3,16,MICHOACÁN DE OCAMPO       ,048,LAGUNILLAS,0001,LAGUNILLAS
3,16,MICHOACÁN DE OCAMPO       ,053,MORELIA,0425,VILLA MAGNA
3,16,MICHOACÁN DE OCAMPO       ,076,SAHUAYO,0055,FRACCIONAMIENTO SAN MIGUEL
3,16,MICHOACÁN DE OCAMPO       ,077,SAN LUCAS,0001,SAN LUCAS
3,16,MICHOACÁN DE OCAMPO       ,088,TARÍMBARO,0038,TÉJARO DE LOS IZQUIERDO
3,16,MICHOACÁN DE OCAMPO       ,097,TURICATO,0001,TURICATO
3,16,MICHOACÁN DE OCAMPO       ,104,VILLAMAR,0028,EL PLATANAL
3,16,MICHOACÁN DE OCAMPO       ,108,ZAMORA,0005,ATECUCARIO DE LA CONSTITUCIÓN (ATECUARIO)
3,16,MICHOACÁN DE OCAMPO       ,108,ZAMORA,0020,LA SAUCEDA
3,16,MICHOACÁN DE OCAMPO       ,113,JOSÉ SIXTO VERDUZCO,0016,SAN MARTÍN
3,17,MORELOS,012,JOJUTLA,0012,TEQUESQUITENGO
3,17,MORELOS,012,JOJUTLA,0018,UNIDAD HABITACIONAL JOSÉ MARÍA MORELOS Y PAVÓN
3,17,MORELOS,017,PUENTE DE IXTLA,0008,SAN JOSÉ VISTA HERMOSA
3,18,NAYARIT,005,HUAJICORI,0001,HUAJICORI
3,18,NAYARIT,009,DEL NAYAR,0001,JESÚS MARÍA
3,18,NAYARIT,012,SAN BLAS,0032,MECATÁN
3,18,NAYARIT,014,SANTA MARÍA DEL ORO,0031,LA LABOR
3,18,NAYARIT,015,SANTIAGO IXCUINTLA,0032,POZO DE IBARRA
3,18,NAYARIT,015,SANTIAGO IXCUINTLA,0069,SENTISPAC
3,18,NAYARIT,020,BAHÍA DE BANDERAS,0043,LAS JARRETADERAS
3,18,NAYARIT,020,BAHÍA DE BANDERAS,0092,SAYULITA
3,19,NUEVO LEÓN   ,006,APODACA,0392,MISIÓN SAN PABLO
3,19,NUEVO LEÓN   ,007,ARAMBERRI,0001,ARAMBERRI
3,19,NUEVO LEÓN   ,021,GENERAL ESCOBEDO,0140,MONCLOVA SEGUNDO SECTOR
3,19,NUEVO LEÓN   ,021,GENERAL ESCOBEDO,0153,PRADERAS DE SAN FRANCISCO
3,19,NUEVO LEÓN   ,025,GENERAL ZUAZUA,0294,HACIENDA SAN PEDRO
3,19,NUEVO LEÓN   ,029,HUALAHUISES,0001,HUALAHUISES
3,19,NUEVO LEÓN   ,041,PESQUERÍA,0337,COLINAS DEL AEROPUERTO
3,19,NUEVO LEÓN   ,051,VILLALDAMA,0001,CIUDAD DE VILLALDAMA
3,20,OAXACA,003,ASUNCIÓN CACALOTEPEC,0001,ASUNCIÓN CACALOTEPEC
3,20,OAXACA,010,EL BARRIO DE LA SOLEDAD,0001,EL BARRIO DE LA SOLEDAD
3,20,OAXACA,010,EL BARRIO DE LA SOLEDAD,0065,COLONIA PROGRESO
3,20,OAXACA,033,GUADALUPE ETLA,0001,GUADALUPE ETLA
3,20,OAXACA,040,HUAUTEPEC,0001,HUAUTEPEC
3,20,OAXACA,042,IXTLÁN DE JUÁREZ,0001,IXTLÁN DE JUÁREZ
3,20,OAXACA,046,MAGDALENA JALTEPEC,0001,MAGDALENA JALTEPEC
3,20,OAXACA,054,MAGDALENA ZAHUATLÁN,0001,MAGDALENA ZAHUATLÁN
3,20,OAXACA,056,MÁRTIRES DE TACUBAYA,0001,MÁRTIRES DE TACUBAYA
3,20,OAXACA,062,NATIVIDAD,0001,NATIVIDAD
3,20,OAXACA,064,NEJAPA DE MADERO,0001,NEJAPA DE MADERO
3,20,OAXACA,077,REYES ETLA,0001,REYES ETLA
3,20,OAXACA,094,SAN ANDRÉS NUXIÑO,0001,SAN ANDRÉS NUXIÑO
3,20,OAXACA,113,SAN BALTAZAR LOXICHA,0001,SAN BALTAZAR LOXICHA
3,20,OAXACA,132,SAN DIONISIO OCOTLÁN,0001,SAN DIONISIO OCOTLÁN
3,20,OAXACA,136,SAN FELIPE USILA,0001,SAN FELIPE USILA
3,20,OAXACA,141,SAN FRANCISCO DEL MAR,0001,SAN FRANCISCO VIEJO
3,20,OAXACA,147,SAN FRANCISCO NUXAÑO,0001,SAN FRANCISCO NUXAÑO
3,20,OAXACA,168,SAN JOSÉ ESTANCIA GRANDE,0001,SAN JOSÉ ESTANCIA GRANDE
3,20,OAXACA,169,SAN JOSÉ INDEPENDENCIA,0001,SAN JOSÉ INDEPENDENCIA
3,20,OAXACA,201,SAN JUAN JUQUILA VIJANOS,0001,SAN JUAN JUQUILA VIJANOS
3,20,OAXACA,214,SAN JUAN QUIOTEPEC,0001,SAN JUAN QUIOTEPEC
3,20,OAXACA,221,SAN JUAN TEPOSCOLULA,0001,SAN JUAN TEPOSCOLULA
3,20,OAXACA,235,SAN LUIS AMATLÁN,0001,SAN LUIS AMATLÁN
3,20,OAXACA,241,SAN MARTÍN LACHILÁ,0001,SAN MARTÍN LACHILÁ
3,20,OAXACA,247,CAPULÁLPAM DE MÉNDEZ,0001,CAPULÁLPAM DE MÉNDEZ
3,20,OAXACA,252,SAN MATEO PEÑASCO,0001,SAN MATEO PEÑASCO
3,20,OAXACA,263,SAN MIGUEL COATLÁN,0001,SAN MIGUEL COATLÁN
3,20,OAXACA,268,SAN MIGUEL EJUTLA,0001,SAN MIGUEL EJUTLA
3,20,OAXACA,293,SAN PABLO ETLA,0001,SAN PABLO ETLA
3,20,OAXACA,300,SAN PEDRO AMUZGOS,0001,SAN PEDRO AMUZGOS
3,20,OAXACA,309,SAN PEDRO IXCATLÁN,0001,SAN PEDRO IXCATLÁN
3,20,OAXACA,314,SAN PEDRO JUCHATENGO,0001,SAN PEDRO JUCHATENGO
3,20,OAXACA,333,SAN PEDRO TOTOLÁPAM,0001,SAN PEDRO TOTOLÁPAM
3,20,OAXACA,334,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO,0001,VILLA DE TUTUTEPEC DE MELCHOR OCAMPO
3,20,OAXACA,346,SAN SEBASTIÁN NICANANDUTA,0001,SAN SEBASTIÁN NICANANDUTA
3,20,OAXACA,373,SANTA CATARINA ZAPOQUILA,0001,SANTA CATARINA ZAPOQUILA
3,20,OAXACA,384,SANTA CRUZ XITLA,0001,SANTA CRUZ XITLA
3,20,OAXACA,395,SANTA MARÍA APAZCO,0001,SANTA MARÍA APAZCO
3,20,OAXACA,411,SANTA MARÍA GUELACÉ,0001,SANTA MARÍA GUELACÉ
3,20,OAXACA,415,SANTA MARÍA IPALAPA,0001,SANTA MARÍA IPALAPA
3,20,OAXACA,417,SANTA MARÍA JACATEPEC,0001,SANTA MARÍA JACATEPEC
3,20,OAXACA,427,SANTA MARÍA PETAPA,0010,RINCÓN VIEJO
3,20,OAXACA,462,SANTIAGO HUAJOLOTITLÁN,0001,SANTIAGO HUAJOLOTITLÁN
3,20,OAXACA,468,SANTIAGO JOCOTEPEC,0019,MONTE NEGRO
3,20,OAXACA,471,SANTIAGO LALOPA,0001,SANTIAGO LALOPA
3,20,OAXACA,484,SANTIAGO TAMAZOLA,0001,SANTIAGO TAMAZOLA
3,20,OAXACA,503,SANTIAGO ZOOCHILA,0001,SANTIAGO ZOOCHILA
3,20,OAXACA,508,SANTO DOMINGO CHIHUITÁN,0001,SANTO DOMINGO CHIHUITÁN
3,20,OAXACA,530,SANTO TOMÁS JALIEZA,0001,SANTO TOMÁS JALIEZA
3,20,OAXACA,548,TEPELMEME VILLA DE MORELOS,0001,TEPELMEME VILLA DE MORELOS
3,20,OAXACA,554,TOTONTEPEC VILLA DE MORELOS,0001,TOTONTEPEC VILLA DE MORELOS
3,21,PUEBLA,007,AHUATLÁN,0001,AHUATLÁN
3,21,PUEBLA,018,ATEXCAL,0001,SAN MARTÍN ATEXCAL
3,21,PUEBLA,037,COYOTEPEC,0001,SAN VICENTE COYOTEPEC
3,21,PUEBLA,039,CUAUTEMPAN,0001,SAN ESTEBAN CUAUTEMPAN
3,21,PUEBLA,048,CHIAUTZINGO,0004,SAN JUAN TETLA
3,21,PUEBLA,052,CHIGMECATITLÁN,0001,CHIGMECATITLÁN
3,21,PUEBLA,055,CHILA,0001,CHILA
3,21,PUEBLA,077,HUEYTLALPAN,0001,HUEYTLALPAN
3,21,PUEBLA,109,PAHUATLÁN,0014,SAN PABLITO
3,21,PUEBLA,110,PALMAR DE BRAVO,0011,JESÚS NAZARENO
3,21,PUEBLA,116,QUIMIXTLÁN,0001,QUIMIXTLÁN
3,21,PUEBLA,131,SAN JUAN ATZOMPA,0001,SAN JUAN ATZOMPA
3,21,PUEBLA,138,SAN NICOLÁS DE LOS RANCHOS,0002,SANTIAGO XALITZINTLA
3,21,PUEBLA,143,SAN SALVADOR EL VERDE,0010,SAN GREGORIO AZTOTOACAN
3,21,PUEBLA,155,TECOMATLÁN,0001,TECOMATLÁN
3,21,PUEBLA,160,TEOTLALCO,0001,TEOTLALCO
3,21,PUEBLA,178,TLACUILOTEPEC,0001,TLACUILOTEPEC
3,21,PUEBLA,180,TLAHUAPAN,0013,SAN MIGUEL TIANGUISTENCO
3,21,PUEBLA,183,TLAOLA,0001,TLAOLA
3,21,PUEBLA,184,TLAPACOYA,0001,TLAPACOYA
3,21,PUEBLA,190,TOTOLTEPEC DE GUERRERO,0001,TOTOLTEPEC DE GUERRERO
3,21,PUEBLA,207,ZACAPOAXTLA,0005,COMALTEPEC
3,21,PUEBLA,210,ZAPOTITLÁN DE MÉNDEZ,0001,ZAPOTITLÁN DE MÉNDEZ
3,21,PUEBLA,212,ZAUTLA,0001,SANTIAGO ZAUTLA
3,21,PUEBLA,216,ZOQUIAPAN,0001,ZOQUIAPAN
3,22,QUERÉTARO                               ,002,PINAL DE AMOLES,0001,PINAL DE AMOLES
3,22,QUERÉTARO                               ,003,ARROYO SECO,0001,ARROYO SECO
3,22,QUERÉTARO                               ,004,CADEREYTA DE MONTES,0129,VIZARRÓN DE MONTES
3,22,QUERÉTARO                               ,006,CORREGIDORA,0010,LOS ÁNGELES
3,22,QUERÉTARO                               ,007,EZEQUIEL MONTES,0003,BERNAL
3,22,QUERÉTARO                               ,011,EL MARQUÉS,0049,LA PIEDAD (SAN MIGUEL COLORADO)
3,22,QUERÉTARO                               ,011,EL MARQUÉS,0067,SANTA CRUZ
3,22,QUERÉTARO                               ,012,PEDRO ESCOBEDO,0002,EPIGMENIO GONZÁLEZ (EL AHORCADO)
3,22,QUERÉTARO                               ,012,PEDRO ESCOBEDO,0003,AJUCHITLANCITO
3,22,QUERÉTARO                               ,012,PEDRO ESCOBEDO,0029,SAN FANDILA
3,22,QUERÉTARO                               ,014,QUERÉTARO,0032,BUENAVISTA
3,22,QUERÉTARO                               ,016,SAN JUAN DEL RÍO,0008,EL CAZADERO
3,22,QUERÉTARO                               ,018,TOLIMÁN,0050,SAN PABLO TOLIMÁN
3,23,QUINTANA ROO,009,TULUM,0057,COBÁ
3,24,SAN LUIS POTOSÍ        ,002,ALAQUINES,0001,ALAQUINES
3,24,SAN LUIS POTOSÍ        ,016,EBANO,0005,PUJAL COY
3,24,SAN LUIS POTOSÍ        ,017,GUADALCÁZAR,0001,GUADALCÁZAR
3,24,SAN LUIS POTOSÍ        ,021,MEXQUITIC DE CARMONA,0001,MEXQUITIC DE CARMONA
3,24,SAN LUIS POTOSÍ        ,028,SAN LUIS POTOSÍ,0239,LAGUNA DE SANTA RITA
3,24,SAN LUIS POTOSÍ        ,035,SOLEDAD DE GRACIANO SÁNCHEZ,0026,RANCHO NUEVO
3,24,SAN LUIS POTOSÍ        ,044,VANEGAS,0001,VANEGAS
3,24,SAN LUIS POTOSÍ        ,049,VILLA DE RAMOS,0001,VILLA DE RAMOS
3,24,SAN LUIS POTOSÍ        ,050,VILLA DE REYES,0043,EL ROSARIO
3,25,SINALOA,001,AHOME,0115,CERRILLOS (CAMPO 35)
3,25,SINALOA,001,AHOME,0120,COMPUERTAS
3,25,SINALOA,001,AHOME,0136,EL ESTERO (JUAN JOSÉ RÍOS)
3,25,SINALOA,001,AHOME,0143,GUILLERMO CHÁVEZ TALAMANTES
3,25,SINALOA,001,AHOME,0215,EJIDO RICARDO FLORES MAGÓN
3,25,SINALOA,002,ANGOSTURA,0007,ALHUEY
3,25,SINALOA,002,ANGOSTURA,0032,COLONIA AGRÍCOLA MÉXICO (PALMITAS)
3,25,SINALOA,003,BADIRAGUATO,0001,BADIRAGUATO
3,25,SINALOA,006,CULIACÁN,0443,EL LIMÓN DE LOS RAMOS
3,25,SINALOA,006,CULIACÁN,1194,PUEBLOS UNIDOS
3,25,SINALOA,010,EL FUERTE,0069,CHARAY
3,25,SINALOA,011,GUASAVE,0064,EL BURRIÓN
3,25,SINALOA,011,GUASAVE,0093,COREREPE (EL GALLO)
3,25,SINALOA,011,GUASAVE,0102,EL CUBILETE (EL CUBILETE NÚMERO UNO)
3,25,SINALOA,011,GUASAVE,0283,LOS ÁNGELES
3,25,SINALOA,012,MAZATLÁN,1257,FRACCIONAMIENTO LOS ÁNGELES
3,25,SINALOA,016,SAN IGNACIO,0066,DIMAS (ESTACIÓN DIMAS)
3,26,SONORA,004,ALTAR,0001,ALTAR
3,26,SONORA,012,BÁCUM,0093,SAN JOSÉ DE BÁCUM
3,26,SONORA,018,CAJEME,0364,PROVIDENCIA
3,26,SONORA,026,ETCHOJOA,0008,BACAME NUEVO
3,26,SONORA,029,GUAYMAS,0202,PÓTAM
3,26,SONORA,038,MOCTEZUMA,0001,MOCTEZUMA
3,26,SONORA,041,NACOZARI DE GARCÍA,0001,NACOZARI DE GARCÍA
3,26,SONORA,051,ROSARIO,0001,ROSARIO
3,26,SONORA,052,SAHUARIPA,0001,SAHUARIPA
3,26,SONORA,056,SAN MIGUEL DE HORCASITAS,0027,PESQUEIRA
3,26,SONORA,058,SANTA ANA,0001,SANTA ANA
3,27,TABASCO,002,CÁRDENAS,0025,POBLADO C-16 GENERAL EMILIANO ZAPATA
3,27,TABASCO,002,CÁRDENAS,0030,POBLADO C-09 LICENCIADO FRANCISCO I. MADERO
3,27,TABASCO,002,CÁRDENAS,0051,MELCHOR OCAMPO
3,27,TABASCO,002,CÁRDENAS,0061,POBLADO C-23 GENERAL VENUSTIANO CARRANZA
3,27,TABASCO,002,CÁRDENAS,0090,POBLADO C-29 GENERAL VICENTE GUERRERO
3,27,TABASCO,002,CÁRDENAS,0117,POBLADO C-22 LICENCIADO JOSÉ MARÍA PINO SUÁREZ
3,27,TABASCO,003,CENTLA,0015,CUAUHTÉMOC
3,27,TABASCO,004,CENTRO,0123,LUIS GIL PÉREZ
3,27,TABASCO,005,COMALCALCO,0012,CARLOS GREENE
3,27,TABASCO,005,COMALCALCO,0042,MIGUEL HIDALGO
3,27,TABASCO,006,CUNDUACÁN,0007,CARLOS ROVIROSA (TULIPÁN)
3,27,TABASCO,006,CUNDUACÁN,0032,LIBERTAD
3,27,TABASCO,006,CUNDUACÁN,0044,ONCE DE FEBRERO 1RA. SECCIÓN
3,27,TABASCO,010,JALPA DE MÉNDEZ,0021,JALUPA
3,27,TABASCO,012,MACUSPANA,0011,AQUILES SERDÁN (SAN FERNANDO)
3,27,TABASCO,013,NACAJUCA,0062,BOSQUE DE SALOYA
3,27,TABASCO,013,NACAJUCA,0088,POMOCA
3,27,TABASCO,014,PARAÍSO,0006,PUERTO CEIBA
3,27,TABASCO,015,TACOTALPA,0060,TAPIJULAPA
3,28,TAMAULIPAS,007,CAMARGO,0016,COMALES
3,28,TAMAULIPAS,015,GUSTAVO DÍAZ ORDAZ,0001,CIUDAD GUSTAVO DÍAZ ORDAZ
3,28,TAMAULIPAS,016,HIDALGO,0001,HIDALGO
3,28,TAMAULIPAS,021,EL MANTE,0073,EL LIMÓN
3,28,TAMAULIPAS,026,MIQUIHUANA,0001,MIQUIHUANA
3,28,TAMAULIPAS,035,SAN FERNANDO,0139,GENERAL FRANCISCO VILLA
3,28,TAMAULIPAS,040,VALLE HERMOSO,0004,ANÁHUAC
3,29,TLAXCALA,002,APETATITLÁN DE ANTONIO CARVAJAL,0004,TECOLOTLA
3,29,TLAXCALA,003,ATLANGATEPEC,0001,ATLANGATEPEC
3,29,TLAXCALA,012,ESPAÑITA,0001,ESPAÑITA
3,29,TLAXCALA,034,TLAXCO,0006,SAN JOSÉ ATOTONILCO
3,29,TLAXCALA,038,TZOMPANTEPEC,0006,XALTIANQUISCO
3,29,TLAXCALA,047,LÁZARO CÁRDENAS,0001,LÁZARO CÁRDENAS
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,001,ACAJETE,0001,ACAJETE
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,018,AQUILA,0001,AQUILA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,019,ASTACINGA,0001,ASTACINGA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,021,ATOYAC,0001,ATOYAC
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,023,ATZALAN,0250,COLONIAS PEDERNALES
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,024,TLALTETELA,0001,TLALTETELA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,027,BENITO JUÁREZ,0001,BENITO JUÁREZ
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,029,CALCAHUALCO,0001,CALCAHUALCO
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,038,COATEPEC,0015,PACHO VIEJO
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,044,CÓRDOBA,0074,LA LUZ Y TRINIDAD PALOTAL
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,044,CÓRDOBA,0176,COLORINES
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,047,COSCOMATEPEC,0036,XOCOTLA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,048,COSOLEACAQUE,0011,ESTERO DEL PANTANO
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,048,COSOLEACAQUE,0024,SAN PEDRO MÁRTIR
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,052,CUICHAPA,0001,CUICHAPA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,060,CHINAMPA DE GOROSTIZA,0007,COLONIA LAS FLORES
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,065,EMILIANO ZAPATA,0169,JACARANDAS
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,084,IXMATLAHUACAN,0001,IXMATLAHUACAN
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,093,JILOTEPEC,0002,LA CONCEPCIÓN
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,114,NAUTLA,0001,NAUTLA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,121,OZULUAMA DE MASCAREÑAS,0026,CUCHARAS
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,123,PÁNUCO,0014,TAMOS
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,142,SAN JUAN EVANGELISTA,0002,ACHOTAL
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,144,SAYULA DE ALEMÁN,0004,AGUILERA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,152,TAMPICO ALTO,0001,TAMPICO ALTO
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,160,ÁLAMO TEMAPACHE,0061,TEMAPACHE
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,162,TENAMPA,0001,TENAMPA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,171,TEXHUACÁN,0001,TEXHUACÁN
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,173,TEZONAPA,0029,PRESIDIO (PLAN DE LIBRES)
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,175,TIHUATLÁN,0025,GENERAL LÁZARO CÁRDENAS DEL RÍO
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,VERACRUZ,0070,DELFINO VICTORIA (SANTA FE)
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,VERACRUZ,0157,RÍO MEDIO [GRANJA]
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,198,ZACUALPAN,0001,ZACUALPAN
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,200,ZENTLA,0001,COLONIA MANUEL GONZÁLEZ
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,207,TRES VALLES,0083,NOVARA
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,210,UXPANAPA,0001,POBLADO 10
3,30,VERACRUZ DE IGNACIO DE LA LLAVE,211,SAN RAFAEL,0035,EL PITAL
3,31,YUCATÁN       ,005,BOKOBÁ,0001,BOKOBÁ
3,31,YUCATÁN       ,014,CUNCUNUL,0001,CUNCUNUL
3,31,YUCATÁN       ,015,CUZAMÁ,0001,CUZAMÁ
3,31,YUCATÁN       ,018,CHAPAB,0001,CHAPAB
3,31,YUCATÁN       ,020,CHICXULUB PUEBLO,0001,CHICXULUB PUEBLO
3,31,YUCATÁN       ,026,DZEMUL,0001,DZEMUL
3,31,YUCATÁN       ,031,DZONCAUICH,0001,DZONCAUICH
3,31,YUCATÁN       ,050,MÉRIDA,0408,LEONA VICARIO
3,31,YUCATÁN       ,051,MOCOCHÁ,0001,MOCOCHÁ
3,31,YUCATÁN       ,059,PROGRESO,0005,CHUBURNÁ
3,31,YUCATÁN       ,059,PROGRESO,0026,CAMPESTRE FLAMBOYANES
3,31,YUCATÁN       ,060,QUINTANA ROO,0001,QUINTANA ROO
3,31,YUCATÁN       ,064,SANAHCAT,0001,SANAHCAT
3,31,YUCATÁN       ,068,SINANCHÉ,0001,SINANCHÉ
3,31,YUCATÁN       ,071,SUDZAL,0001,SUDZAL
3,31,YUCATÁN       ,083,TELCHAC PUERTO,0001,TELCHAC PUERTO
3,31,YUCATÁN       ,091,TINUM,0001,TINUM
3,31,YUCATÁN       ,095,TIXPÉHUAL,0001,TIXPÉHUAL
3,31,YUCATÁN       ,104,YAXCABÁ,0001,YAXCABÁ
3,32,ZACATECAS,004,BENITO JUÁREZ,0001,FLORENCIA
3,32,ZACATECAS,009,CHALCHIHUITES,0001,CHALCHIHUITES
3,32,ZACATECAS,016,GENERAL PÁNFILO NATERA,0017,SAN JOSÉ EL SALADILLO (EL SALADILLO)
3,32,ZACATECAS,017,GUADALUPE,0009,CIENEGUITAS
3,32,ZACATECAS,024,LORETO,0035,SAN MARCOS
3,32,ZACATECAS,030,MOMAX,0001,MOMAX
3,32,ZACATECAS,037,PÁNUCO,0021,SAN ANTONIO DEL CIPRÉS
3,32,ZACATECAS,038,PINOS,0125,PEDREGOSO
3,32,ZACATECAS,039,RÍO GRANDE,0020,LORETO
3,32,ZACATECAS,042,SOMBRERETE,0176,CHARCO BLANCO
3,32,ZACATECAS,050,VETAGRANDE,0011,SAUCEDA DE LA BORDA
3,32,ZACATECAS,051,VILLA DE COS,0025,CHAPARROSA
3,32,ZACATECAS,058,SANTA MARÍA DE LA PAZ,0001,SANTA MARÍA DE LA PAZ
4,01,AGUASCALIENTES,002,ASIENTOS,0001,ASIENTOS
4,01,AGUASCALIENTES,009,TEPEZALÁ,0001,TEPEZALÁ
4,02,BAJA CALIFORNIA,002,MEXICALI,0111,VICENTE GUERRERO (ALGODONES)
4,02,BAJA CALIFORNIA,002,MEXICALI,0185,CIUDAD GUADALUPE VICTORIA (KILÓMETRO CUARENTA Y TRES)
4,02,BAJA CALIFORNIA,002,MEXICALI,0260,PROGRESO
4,02,BAJA CALIFORNIA,002,MEXICALI,0284,SAN FELIPE
4,02,BAJA CALIFORNIA,004,TIJUANA,1624,EL REFUGIO
4,03,BAJA CALIFORNIA SUR,001,COMONDÚ,0133,CIUDAD INSURGENTES
4,04,CAMPECHE,001,CALKINÍ,0003,BACABCHÉN
4,04,CAMPECHE,003,CARMEN,0614,SABANCUY
4,04,CAMPECHE,004,CHAMPOTÓN,0036,SIHOCHAC
4,04,CAMPECHE,004,CHAMPOTÓN,0564,SANTO DOMINGO KESTÉ
4,05,COAHUILA DE ZARAGOZA,004,ARTEAGA,0001,ARTEAGA
4,05,COAHUILA DE ZARAGOZA,017,MATAMOROS,0122,EL CAMBIO
4,05,COAHUILA DE ZARAGOZA,020,MÚZQUIZ,0001,CIUDAD MELCHOR MÚZQUIZ
4,05,COAHUILA DE ZARAGOZA,035,TORREÓN,0178,LA PARTIDA
4,07,CHIAPAS,003,ACAPETAHUA,0046,SOCONUSCO
4,07,CHIAPAS,005,AMATÁN,0001,AMATÁN
4,07,CHIAPAS,015,CACAHOATÁN,0043,SALVADOR URBINA
4,07,CHIAPAS,016,CATAZAJÁ,0001,CATAZAJÁ
4,07,CHIAPAS,022,CHALCHIHUITÁN,0001,CHALCHIHUITÁN
4,07,CHIAPAS,042,IXHUATÁN,0001,IXHUATÁN
4,07,CHIAPAS,047,JITOTOL,0001,JITOTOL
4,07,CHIAPAS,055,METAPA,0001,METAPA DE DOMÍNGUEZ
4,07,CHIAPAS,056,MITONTIC,0001,MITONTIC
4,07,CHIAPAS,060,OCOTEPEC,0001,OCOTEPEC
4,07,CHIAPAS,067,PANTEPEC,0001,PANTEPEC
4,07,CHIAPAS,076,SABANILLA,0001,SABANILLA
4,07,CHIAPAS,080,SILTEPEC,0001,SILTEPEC
4,07,CHIAPAS,111,ZINACANTÁN,0011,PASTÉ
4,07,CHIAPAS,116,MARQUÉS DE COMILLAS,0001,ZAMORA PICO DE ORO
4,08,CHIHUAHUA,007,BALLEZA,0001,MARIANO BALLEZA
4,10,DURANGO,004,CUENCAMÉ,0016,CUAUHTÉMOC
4,10,DURANGO,013,MAPIMÍ,0001,MAPIMÍ
4,10,DURANGO,013,MAPIMÍ,0022,CEBALLOS
4,10,DURANGO,015,NAZAS,0001,NAZAS
4,11,GUANAJUATO,001,ABASOLO,0117,RANCHO NUEVO DE LA CRUZ
4,11,GUANAJUATO,004,APASEO EL ALTO,0071,SAN JUAN DEL LLANITO
4,11,GUANAJUATO,005,APASEO EL GRANDE,0047,SAN PEDRO TENANGO
4,11,GUANAJUATO,009,COMONFORT,0025,NEUTLA
4,11,GUANAJUATO,017,IRAPUATO,0099,LO DE JUÁREZ
4,11,GUANAJUATO,020,LEÓN,0452,SAN JUAN DE OTATES
